,id,goal,sol1,sol2,label,slot_question,slot_answer,pred_answer
214,0d48633c-e2c9-4ef2-a8dc-c6fd5ebaf1f3,How do we patch the concrete cracks?,Fill the cracks with dirt in order to smooth down all the cracks.,Use a Quikcrete's Vinyl Concrete Patcher in order to smooth down all the cracks.,1,"How do we patch the concrete cracks?
sol1:
sol2:Use a Quikcrete's Vinyl Concrete Patcher in order to smooth down all the cracks.",Fill the cracks with dirt in order to smooth down all the cracks.,Use a concrete sealer to fill in and seal the cracks.
215,b1a764c1-68be-4e7f-9c2f-775d209fb655,To replace vitamins expelled by body through frequent urination caused by diuretic alcohol.,Take a multivitamin.,Take a pain killer.,0,"To replace vitamins expelled by body through frequent urination caused by diuretic alcohol.
sol1:Take a multivitamin.
sol2:",Take a pain killer.,Increase intake of fruits and vegetables rich in vitamins.
216,f21ce923-a3ab-49d2-bd62-f4c3e4970864,fist,grips house ,grips spoon ,1,"fist
sol1:
sol2:grips spoon ",grips house ,Fist punches
217,0e1a7445-5604-422b-8a2c-ac1f85b1ad52,How can I keep all my small bit organized?,"Use the box from a beading kit, and instead of beads, fill it with nuts and bolts.","Use the string from a beading kit, and tie your nuts and bolts into bundles.",0,"How can I keep all my small bit organized?
sol1:Use the box from a beading kit, and instead of beads, fill it with nuts and bolts.
sol2:","Use the string from a beading kit, and tie your nuts and bolts into bundles.",Use a small compartmentalized storage container.
218,90f81cdb-53cd-4c81-85bb-22163f5ff209,what materials do I need to paint an umbrella?,"umbrella, bricks, concrete walkway, acrylic paint, textile medium and a paintbrush.","umbrella, cardboard, masking tape, acrylic paint, and textile medium.",1,"what materials do I need to paint an umbrella?
sol1:
sol2:umbrella, cardboard, masking tape, acrylic paint, and textile medium.","umbrella, bricks, concrete walkway, acrylic paint, textile medium and a paintbrush.","Paint brushes, water cup, palette, and a protective drop cloth"
219,4c2344cf-d03f-4c50-ab28-266d7f00e6f6,how do you check if you're pregnant?,feel your stomach,take a pregnancy test.,1,"how do you check if you're pregnant?
sol1:
sol2:take a pregnancy test.",feel your stomach,Visit a doctor for a pregnancy test.
220,1997fb6c-e978-40f9-83a1-33d3d2f9b390,What is the best way to apply nail polish to a professional result?,"A quick way to apply the nail polish is to use a fairly big brush, and then use flesh-colored nail polish to cover up any places that turned out messy.","Tape the cuticles with any kind of tape that has been cut to fit snugly around the nail. Then go ahead and paint the nails. Remove the tape and if you still got nail polish on your cuticle or fingers, dip a q-tip in nail polish remover and wipe the excess away.",1,"What is the best way to apply nail polish to a professional result?
sol1:
sol2:Tape the cuticles with any kind of tape that has been cut to fit snugly around the nail. Then go ahead and paint the nails. Remove the tape and if you still got nail polish on your cuticle or fingers, dip a q-tip in nail polish remover and wipe the excess away.","A quick way to apply the nail polish is to use a fairly big brush, and then use flesh-colored nail polish to cover up any places that turned out messy.","Apply thin, even coats of nail polish, starting from the base of the nail and moving towards the tip."
221,d63c0406-5c46-4495-8a1d-9409c6ce7e89,How to clean urine inside a toilet?,Pour some sulfuric acid down the toilet.,Flush down the toilet.,1,"How to clean urine inside a toilet?
sol1:
sol2:Flush down the toilet.",Pour some sulfuric acid down the toilet.,Use a toilet cleaner or disinfectant and scrub the toilet bowl.
222,9a1652c3-0b33-4a93-99b1-bc0d5d3ede28,Use healthy sandwich alternative for mayo.,Use smashed avocado.,Use peanut butter.,0,"Use healthy sandwich alternative for mayo.
sol1:Use smashed avocado.
sol2:",Use peanut butter.,Use Greek yogurt.
223,0c78689f-edb3-485e-a91e-951fb6c74bc4,Write a children's book,"Go to the library and find a very popular children's book, if you don't know which are which, ask the librarian to help you to get the one that the majority of kids in the target age group tend to check out of the library.     Now check it out and take it home and try to copy it but change a word here and there so that you won't be sued for plagiarism .. find an . illustrator, self publish","Research what may be needed now in society, concerning children's books. find an illustrator, make a practice book and then sharpen it until it's honed to perfetion, ask for some critique, apply or don't. And publish",1,"Write a children's book
sol1:
sol2:Research what may be needed now in society, concerning children's books. find an illustrator, make a practice book and then sharpen it until it's honed to perfetion, ask for some critique, apply or don't. And publish","Go to the library and find a very popular children's book, if you don't know which are which, ask the librarian to help you to get the one that the majority of kids in the target age group tend to check out of the library.     Now check it out and take it home and try to copy it but change a word here and there so that you won't be sued for plagiarism .. find an . illustrator, self publish",Create a compelling storyline with engaging characters
224,154e15cc-19d8-4977-8d58-8917c5ced271,push pin,to sew and mend mittens ,to hang mittens on corkboard,1,"push pin
sol1:
sol2:to hang mittens on corkboard",to sew and mend mittens ,Use it to hang pictures on a bulletin board
225,f13a7470-7b4f-4720-a3e8-1cf3f91d2cee,floor,can hold a plastic bag on top of it,can hide a plastic bag ,0,"floor
sol1:can hold a plastic bag on top of it
sol2:",can hide a plastic bag ,Can support furniture and decorations
226,aafb98f2-e377-490c-86a6-6e30e6efbf14,"To increase the power of a vacuum,",cut out any hairs caught in the suction part.,leave it running for awhile to build up it's power.,0,"To increase the power of a vacuum,
sol1:cut out any hairs caught in the suction part.
sol2:",leave it running for awhile to build up it's power.,Clean or replace the filter.
227,26c0bc6a-1a7e-45c1-8c70-55f81cae3e45,"To crack an egg without any special tools,","firmly, but gently, hit the side of the egg on the counter's edge.",pierce the top of the egg with a butter knife and then pull the off.,0,"To crack an egg without any special tools,
sol1:firmly, but gently, hit the side of the egg on the counter's edge.
sol2:",pierce the top of the egg with a butter knife and then pull the off.,Use your fingers to create a small crack and then carefully peel away the shell.
228,971e5863-1298-4f88-a44a-746d77625057,"To quickly cook broccoli when making rice,",add the broccoli the the top of the rice ten minutes before the rice is done.,add sugar and wine into the rice to help make more steam for the broccoli.,0,"To quickly cook broccoli when making rice,
sol1:add the broccoli the the top of the rice ten minutes before the rice is done.
sol2:",add sugar and wine into the rice to help make more steam for the broccoli.,Stir-fry the broccoli separately and then mix it with the cooked rice.
229,fcad2ff3-d863-4121-b3fc-c53ea34faec6,how do you prepare flowers for a vase?,cut off the ends of the stems.,fold the stems in half.,0,"how do you prepare flowers for a vase?
sol1:cut off the ends of the stems.
sol2:",fold the stems in half.,Remove any leaves and thorns from the stems.
230,c205cde0-3591-4c47-b85a-5cef62b62dab,What surface can I use to properly iron a shirt?,"Use the counter top, it is works just as well as an ironing board and doesn't cost anything to have.","Use an ironing board, it is designed to handle the moisture and form of the clothes that need ironing.",1,"What surface can I use to properly iron a shirt?
sol1:
sol2:Use an ironing board, it is designed to handle the moisture and form of the clothes that need ironing.","Use the counter top, it is works just as well as an ironing board and doesn't cost anything to have.",Use a heat-resistant ironing board or a thick towel placed on a sturdy table or countertop.
231,d4481723-a699-4eaf-b199-dffd38bb881a,One seeks to have a decorative portrait appear to move.,One should use a TV.,One should use an actor.,0,"One seeks to have a decorative portrait appear to move.
sol1:One should use a TV.
sol2:",One should use an actor.,One should use a digital photo frame with a slideshow feature.
232,ae3d9572-4c54-4e36-949c-500493a70420,To make bath bombs.,Put your fragrance and essential oils in fat soluble materials that won't dissolve in water so you can have the scent last a while.,Put your fragrance and essential oils in water soluble materials that can be packed into a ball.,1,"To make bath bombs.
sol1:
sol2:Put your fragrance and essential oils in water soluble materials that can be packed into a ball.",Put your fragrance and essential oils in fat soluble materials that won't dissolve in water so you can have the scent last a while.,"Mix in baking soda, citric acid, and cornstarch, and then mold it into shapes."
233,4b51d0f7-a047-482b-93c1-e504c078aeac,how do you get rid of bags under your eyes?,sleep until they disappear.,hold your eyes open tightly.,0,"how do you get rid of bags under your eyes?
sol1:sleep until they disappear.
sol2:",hold your eyes open tightly.,Apply a cold compress or cucumber slices to reduce inflammation
234,c6f92117-f294-498c-98a7-00cce6ea0e06,How do you remove the center seed pack?,"Use a paring knife and slit the jalapeno lengthwise, then hold the jalapeno open and slide the edge of the knife across the inside surface of the pepper.","Using a sharp paring knife chop the jalapeno into small bits, and use your finger tips to pick the seeds out.",0,"How do you remove the center seed pack?
sol1:Use a paring knife and slit the jalapeno lengthwise, then hold the jalapeno open and slide the edge of the knife across the inside surface of the pepper.
sol2:","Using a sharp paring knife chop the jalapeno into small bits, and use your finger tips to pick the seeds out.",Use a spoon or a small scoop to gently remove the seed pack from the center of the jalapeno.
235,44a9b206-8644-46fe-af89-51d305fbb2cf,"To smooth the texture of plywood,",soak the pieces in water and then bake them.,coat the pieces with oil and then sand them.,1,"To smooth the texture of plywood,
sol1:
sol2:coat the pieces with oil and then sand them.",soak the pieces in water and then bake them.,Apply a layer of primer and then use a fine-grit sandpaper to sand the surface.
236,b0145ee5-7b45-448d-915f-ee2ac27c35a8,To get a stain out of clothes.,Wipe the stain with a rag and dish soap.,Use a tide pen to target the stain.,1,"To get a stain out of clothes.
sol1:
sol2:Use a tide pen to target the stain.",Wipe the stain with a rag and dish soap.,Soak the stained clothes in a mixture of water and laundry detergent.
237,bd645f57-a507-4ad7-bc52-dceecf950fd7,"To make your own pop up card,",attach folded strips of paper to the back of each cut out and the face of the card.,cut the shapes out of a folded piece of paper and leave loosely arranged in the card.,0,"To make your own pop up card,
sol1:attach folded strips of paper to the back of each cut out and the face of the card.
sol2:",cut the shapes out of a folded piece of paper and leave loosely arranged in the card.,Add a message or design to the front of the card.
238,0c6856e8-5b07-4af6-a730-7f79e4338eb3,What's a great way to find free wood that's usable for building?,Find discarded pallets and pry the planks apart.,Search near a body of water for washed-up planks.,0,"What's a great way to find free wood that's usable for building?
sol1:Find discarded pallets and pry the planks apart.
sol2:",Search near a body of water for washed-up planks.,Look for local online classifieds or community groups where people give away free wood.
239,0d9b1c17-1c0b-4ac7-aadd-2f54fc98152b,How to make a simple camping lantern.,Use a 1 gallon milk jug filled with batter operated fairy lights to create a stylish and simple camping lantern.,"Simply set an empty clean 1 gallon milk jug made of translucent plastic on top of an led light. Or, you can strap a headlamp led light to the milk jug with the light facing the jug.",1,"How to make a simple camping lantern.
sol1:
sol2:Simply set an empty clean 1 gallon milk jug made of translucent plastic on top of an led light. Or, you can strap a headlamp led light to the milk jug with the light facing the jug.",Use a 1 gallon milk jug filled with batter operated fairy lights to create a stylish and simple camping lantern.,"Use a glass jar or bottle and fill it with water. Place a small candle or tea light in the water, and carefully light it. Secure the jar or bottle in an upright position to act as a lantern."
240,7c22e9e0-c595-44bb-8843-84cd2aba8128,Work for xlab,Use recipes that they don't need.,Find a goal and a solution and a trick solution,1,"Work for xlab
sol1:
sol2:Find a goal and a solution and a trick solution",Use recipes that they don't need.,"Apply for a job at xlab
Find a project or task to work on at xlab
Apply for an internship or apprenticeship at xlab"
241,f22daa5f-ea4b-4f3b-bd36-ac74af15735d,Organize the pantry,Build shelves in the pantry so that you can hold more; install a can holder that the soup cans can roll out of and install some hanging baskets if possible.,Put a lot of cardboard boxes in there and throw cans and boxes of pantry goods in those so nothing rolls on the floor when you open up the door to the pantry,0,"Organize the pantry
sol1:Build shelves in the pantry so that you can hold more; install a can holder that the soup cans can roll out of and install some hanging baskets if possible.
sol2:",Put a lot of cardboard boxes in there and throw cans and boxes of pantry goods in those so nothing rolls on the floor when you open up the door to the pantry,Label all the containers and arrange them by category on the shelves
242,204f16d7-c273-4f2c-9f20-f4a9f5d65bd7,how do you take pills?,place the pill on your tongue and swallow with water.,throw the pill down your throat.,0,"how do you take pills?
sol1:place the pill on your tongue and swallow with water.
sol2:",throw the pill down your throat.,Drink a large sip of water after swallowing the pill.
243,609ce826-b2e3-426f-b1b4-21d4df9de8d0,Draw a circle.,"Find a tin can or bowl the size of the circle you'd like to draw. lay the object youve chosen in the center of the place you want your circle. Using a pencil, trace around the object until the lead marking meet.","Using a compas, poke the spike into the center of the area you want your circle. Now hold that with your left hand and pull the pencil around the center until the lead marks connect.",1,"Draw a circle.
sol1:
sol2:Using a compas, poke the spike into the center of the area you want your circle. Now hold that with your left hand and pull the pencil around the center until the lead marks connect.","Find a tin can or bowl the size of the circle you'd like to draw. lay the object youve chosen in the center of the place you want your circle. Using a pencil, trace around the object until the lead marking meet.","Using a compass, place the spike in the center of the area where you want your circle. Hold the compass firmly with one hand and rotate the pencil around the center point, creating a complete circle."
244,483aa599-70ee-49b1-b397-c746ef73d3d1,how do you trip on something?,almost fall over it.,jump over it.,0,"how do you trip on something?
sol1:almost fall over it.
sol2:",jump over it.,Accidentally step on it.
245,d2664e02-88e8-410e-9844-f7a8572fcfca,rag,cleans furniture ,cleans clothes ,0,"rag
sol1:cleans furniture 
sol2:",cleans clothes ,cleans windows
246,f5f26638-63cf-4992-80b3-ed00fb088686,how to keep earbuds from tangling?,"make a notch in both sides of an old credit card, and wrap the earbuds around it.","spray with WD-40, before putting in your backpack.",0,"how to keep earbuds from tangling?
sol1:make a notch in both sides of an old credit card, and wrap the earbuds around it.
sol2:","spray with WD-40, before putting in your backpack.",Wrap the earbuds around a clothespin or a cable organizer.
247,c8380290-2338-4f2a-873a-2e24f8d5e853,mouth,can watch video footage.,can privide audio for a video commentary.,1,"mouth
sol1:
sol2:can privide audio for a video commentary.",can watch video footage.,chew food
248,2eee5013-4722-456d-819d-7a62f2bf732b,stand,can support a television ,can support soup ,0,"stand
sol1:can support a television 
sol2:",can support soup ,can hold books
249,e1e500b3-3dec-42ca-a028-cab1ff6a5a0d,To make sure the chicken is fried evenly,Press down hard on the chicken with a spatula until it looks fried,Turn the chicken pieces over every few minutes to ensure they get fried on all sides,1,"To make sure the chicken is fried evenly
sol1:
sol2:Turn the chicken pieces over every few minutes to ensure they get fried on all sides",Press down hard on the chicken with a spatula until it looks fried,Use a meat thermometer to check the internal temperature of each chicken piece to ensure they are cooked evenly
250,2451e0b7-b8c4-4cb4-8236-5a28e2bab030,A spit,cooks carrots ,cooks A whole pig ,1,"A spit
sol1:
sol2:cooks A whole pig ",cooks carrots ,cooks a whole chicken or other meat over an open fire
251,20fd9f79-3f9e-445b-b77c-771c204140af,"what to use in a dirty martini, in place of olive brine?",use pickle juice or jalapeno juice.,"puree a few olives with a splash of vodka, add to the martini.",0,"what to use in a dirty martini, in place of olive brine?
sol1:use pickle juice or jalapeno juice.
sol2:","puree a few olives with a splash of vodka, add to the martini.",use vermouth or dry white wine.
252,591a6a7c-475d-4d22-97a3-8ffb6f2297d2,"To pit whole olives,","make a small hole in the olive with a paring knife, and push the pit out of the other side with the point of the knife blade.","cut the olives in half with a paring knife, removing the pit from one of the sides where it remains using your fingertips.",0,"To pit whole olives,
sol1:make a small hole in the olive with a paring knife, and push the pit out of the other side with the point of the knife blade.
sol2:","cut the olives in half with a paring knife, removing the pit from one of the sides where it remains using your fingertips.",Squeeze the olive between your fingers to pop out the pit.
253,b16553a3-a1e6-4f6c-975d-60798fd188fb,How do you prepare paint to repaint a house?,You have to mix it very well.,Just start painting right out of the can.,0,"How do you prepare paint to repaint a house?
sol1:You have to mix it very well.
sol2:",Just start painting right out of the can.,You need to clean and prepare the surface of the house before applying the paint.
254,b00fbd08-c034-4394-89b5-7c9fd16cf6f7,To regulate a fan speed.,vary the voltage supply to the fan to regulate the speed.,"From the power supply, regulate the amount of current and voltage supplied to the fan.",0,"To regulate a fan speed.
sol1:vary the voltage supply to the fan to regulate the speed.
sol2:","From the power supply, regulate the amount of current and voltage supplied to the fan.",Use a fan speed controller to adjust the speed.
255,2022b9e9-e9bb-436c-b289-3e33dc724d46,How can I keep a piece of paper from sliding around on a table?,Take masking tape and tape down the edges of the paper to hold it into place.,Use magnets on either side of the table to hold down the paper.,0,"How can I keep a piece of paper from sliding around on a table?
sol1:Take masking tape and tape down the edges of the paper to hold it into place.
sol2:",Use magnets on either side of the table to hold down the paper.,Place a paperweight on top of the paper
256,5e2c1fa9-723e-4580-8d07-033cdf3a4e10,mallet,can power  stove ,can melt over a  stove ,1,"mallet
sol1:
sol2:can melt over a  stove ",can power  stove ,Can be used for pounding or tenderizing meat
257,de5bf7b3-563c-4b34-aac1-ef64dc2b19f8,Make a toy for baby.,Give him a box filled with plastic utensils and tumblers and measuring cups.,Put some items inside a small sized butter container and let him shake it.,1,"Make a toy for baby.
sol1:
sol2:Put some items inside a small sized butter container and let him shake it.",Give him a box filled with plastic utensils and tumblers and measuring cups.,Make a mobile with colorful objects hanging above the baby's crib.
258,bca09f2b-e607-4870-8416-5fb55a87bad2,how do you marinade meat?,put seasoning all over it.,"put your meat in a tupperware container and put barbecue sauce all in it, and stir it around.",1,"how do you marinade meat?
sol1:
sol2:put your meat in a tupperware container and put barbecue sauce all in it, and stir it around.",put seasoning all over it.,"Let the meat sit in a mixture of ingredients such as vinegar, oil, herbs, and spices, to enhance its flavor and tenderize it."
259,64bd6782-f478-4523-86f4-986f66bd4d8a,how do you cure a dry face?,put water over it.,use a humidifier in the house.,1,"how do you cure a dry face?
sol1:
sol2:use a humidifier in the house.",put water over it.,Moisturize your face regularly.
260,82441cbe-5024-4c63-8f08-f1c7a99b99e2,Once you have put melted HDPE plastic in a mold what should you do next?,Since the plastic will shrink as it cools be sure to clamp the mold and adjust the tightness every 5 mins.,Once the plastic has cooled sufficiently wrap a heavy duty rubber band around the mold for at least 5 mins.,0,"Once you have put melted HDPE plastic in a mold what should you do next?
sol1:Since the plastic will shrink as it cools be sure to clamp the mold and adjust the tightness every 5 mins.
sol2:",Once the plastic has cooled sufficiently wrap a heavy duty rubber band around the mold for at least 5 mins.,Allow the plastic to cool and solidify completely before removing it from the mold
261,5ea375cd-de22-4935-b858-47f2f6aa7695,Create a wonderful Fried Chicken dish from scratch.,Cut your chicken and soak it in mixed eggs then coat with bread crumbs and put it in the fryer.,Drive to your local KFC or Church's chicken and buy a tub of your favorite Fried Chicken.,0,"Create a wonderful Fried Chicken dish from scratch.
sol1:Cut your chicken and soak it in mixed eggs then coat with bread crumbs and put it in the fryer.
sol2:",Drive to your local KFC or Church's chicken and buy a tub of your favorite Fried Chicken.,Cook the chicken in hot oil until golden brown.
262,30a69e30-8b11-4d08-8bd5-3dd3b6b62791,how do you suck on something?,chew on it with your gums,slurp it with your tongue and gums,1,"how do you suck on something?
sol1:
sol2:slurp it with your tongue and gums",chew on it with your gums,Suck on it with your mouth
263,64e620d5-de22-4931-812e-6a2b6209d7ca,how to remove a tick,"You really don' t need to remove it, eventually it will fall off itself that way you don't have to worry about the head being left behind.  After it falls off, then cleanse area where it fell from and flush the tick down the toilet.",Get your tweezers right down on your skin so you can grab as close as possible to the tick's head and pull up slow and firm to remove tick. Then cleanse area where you removed it from and flush the tick down the toilet.,1,"how to remove a tick
sol1:
sol2:Get your tweezers right down on your skin so you can grab as close as possible to the tick's head and pull up slow and firm to remove tick. Then cleanse area where you removed it from and flush the tick down the toilet.","You really don' t need to remove it, eventually it will fall off itself that way you don't have to worry about the head being left behind.  After it falls off, then cleanse area where it fell from and flush the tick down the toilet.",Use a tick removal tool or fine-tipped tweezers to grasp the tick as close to the skin as possible. Gently pull the tick straight out without twisting or crushing it. Cleanse the area with rubbing alcohol or soap and water.
264,e9e32dbe-94bc-458d-97a7-263c96b741ab,how do you fill up a bag?,place items in it until you want to close it.,place items in it until they reach the top.,1,"how do you fill up a bag?
sol1:
sol2:place items in it until they reach the top.",place items in it until you want to close it.,Tie the open end of the bag to close it.
265,602f9891-34bf-4a80-bcda-a7c27e66cffd,Concrete,seals chimney ,seals soil ,0,"Concrete
sol1:seals chimney 
sol2:",seals soil ,"Builds structures
sol2: Repairs cracks"
266,fb4c6946-e24e-4aa1-a343-711687b5578b,How to get to sleep quickly,Take a melatonin chewy and then go to bed when you're tired.,"Build a special room with no windows and no tech type of lights, indicator lights etc. Take a nice shower, take magnesium glycinate 2x a day and sleep like a baby!",0,"How to get to sleep quickly
sol1:Take a melatonin chewy and then go to bed when you're tired.
sol2:","Build a special room with no windows and no tech type of lights, indicator lights etc. Take a nice shower, take magnesium glycinate 2x a day and sleep like a baby!","Create a bedtime routine that involves relaxing activities, such as reading a book or taking a warm bath, and stick to it consistently."
267,ad1ab3c2-165e-4923-a8de-5d6ca1de92fe,how do you terminate something?,give it a time limit.,stop it from existing.,1,"how do you terminate something?
sol1:
sol2:stop it from existing.",give it a time limit.,End or cancel it
268,9ccd48a1-41c1-4edf-b1a9-d0a432866b78,How do I attached a rubber foot to wood?,Buy a pack of rubber feet and just set them on without glue.,Buy a pack of rubber feet that come with sticky backs.,1,"How do I attached a rubber foot to wood?
sol1:
sol2:Buy a pack of rubber feet that come with sticky backs.",Buy a pack of rubber feet and just set them on without glue.,Apply adhesive or use screws to attach the rubber foot to the wood.
269,21373562-4af8-4351-99c4-d7ffed65df45,"To use tights that have been ruined by a run,",add some other runs and tears to give it a stylish effect.,glue the edges of the run together with fabric glue.,0,"To use tights that have been ruined by a run,
sol1:add some other runs and tears to give it a stylish effect.
sol2:",glue the edges of the run together with fabric glue.,Cut them into shorts or crop them for a trendy look
270,4c7783f4-f799-4d85-8762-55c0e787bca4,how do you prepare for surgery?,eat only two meals in the 24 hours prior.,don't eat anything for 24 hours prior,1,"how do you prepare for surgery?
sol1:
sol2:don't eat anything for 24 hours prior",eat only two meals in the 24 hours prior.,Follow the pre-operative instructions provided by your doctor
271,0da9c9eb-2a73-4e45-9128-3877304c73bf,how to increase shelf life of nuts?,place them outside in the sun for several days,put them in the freezer,1,"how to increase shelf life of nuts?
sol1:
sol2:put them in the freezer",place them outside in the sun for several days,Vacuum seal them.
272,c035c97c-b1f4-4578-be2c-5ea82bbac9c1,To fit the crust to the pie.,First find the radius of your pie dish. Double it. Then take that number and multiply by pi (3.14). This gives you the circumference you need.,Roll out the crust until it is larger than the pie dish. Put the pie tin on the dough.,1,"To fit the crust to the pie.
sol1:
sol2:Roll out the crust until it is larger than the pie dish. Put the pie tin on the dough.",First find the radius of your pie dish. Double it. Then take that number and multiply by pi (3.14). This gives you the circumference you need.,"Press the crust into the pie dish, trimming any excess dough."
273,22a091fc-ef8d-43c1-9b09-d45faa878403,pitcher,can start fires with a whisk ,is stored with a  whisk ,1,"pitcher
sol1:
sol2:is stored with a  whisk ",can start fires with a whisk ,is stored with a lid.
274,0dfee4da-cd72-4972-8326-38b3fe615d3c,How do you build arm muscles?,Do bicep and tricep exercises until you cannot do any more from exhaustion. This will ensure the most growth.,"Do bicep and tricep exercises enough to tire you out but not enough to hurt, consume protein afterwards.",1,"How do you build arm muscles?
sol1:
sol2:Do bicep and tricep exercises enough to tire you out but not enough to hurt, consume protein afterwards.",Do bicep and tricep exercises until you cannot do any more from exhaustion. This will ensure the most growth.,"Increase weight and resistance for bicep and tricep exercises, gradually increase intensity and frequency, consume protein-rich foods for muscle growth and recovery."
275,2410201b-dd40-4d1d-be97-29abafa3f87d,earring back,can store tin foil inside,can pierce  tin foil to make tiny hole,1,"earring back
sol1:
sol2:can pierce  tin foil to make tiny hole",can store tin foil inside,Can use a rubber earring back.
276,49a5ec45-f410-41fb-a995-3481f9996c12,To help screw in the nuts and bolts.,Make sure you spray them with glue.,Make sure you grease them lightly.,1,"To help screw in the nuts and bolts.
sol1:
sol2:Make sure you grease them lightly.",Make sure you spray them with glue.,Use a wrench or screwdriver to tighten them securely
277,1694e725-a596-4b47-98bc-41473b56f346,What is the best way to cut narrow metal bars to size?,Use a hacksaw.,Use a metal file.,0,"What is the best way to cut narrow metal bars to size?
sol1:Use a hacksaw.
sol2:",Use a metal file.,Use a metal cutting shear.
278,fb2ab8ad-17f0-4ebb-8c18-9701b927ffa9,blankets,keeps the sun warm,keeps dogs warm,1,"blankets
sol1:
sol2:keeps dogs warm",keeps the sun warm,Keeps humans warm
279,0f6a4515-b984-4202-b459-5e0ea975d63e,"To get good clean windows,",use hot water and furniture renewing oil.,use hot water and Dawn Dishwashing Liquid.,1,"To get good clean windows,
sol1:
sol2:use hot water and Dawn Dishwashing Liquid.",use hot water and furniture renewing oil.,Use vinegar and newspaper for streak-free results
280,1c7a204b-cc1d-48ea-a400-e9417be97ac6,How to make homemade mac n cheese?,"Boil elbow pasta, drain the water, mix in cheese of your choice and heavy cream.",Buy kraft and cook it to the instructions then serve.,0,"How to make homemade mac n cheese?
sol1:Boil elbow pasta, drain the water, mix in cheese of your choice and heavy cream.
sol2:",Buy kraft and cook it to the instructions then serve.,Bake in the oven for a golden and crispy top layer.
281,c94567b8-17fa-4808-b961-ce21d16fee54,How high should you hang sound dampeners in a recording room?,You should hang the sound dampeners in the area that your voice projects so it will be absorbed by the dampeners.,"You should hang them behind you, so that when your voice projects and bounces off the wall in front of you it will make it quiet.",0,"How high should you hang sound dampeners in a recording room?
sol1:You should hang the sound dampeners in the area that your voice projects so it will be absorbed by the dampeners.
sol2:","You should hang them behind you, so that when your voice projects and bounces off the wall in front of you it will make it quiet.",You should hang the sound dampeners at a height that allows them to effectively absorb sound waves while considering the layout and size of the room.
282,3ed292b3-a549-4211-92f7-3d13d5de1843,sofa,sits floor ,sits cardboard box ,0,"sofa
sol1:sits floor 
sol2:",sits cardboard box ,Sits on a frame
283,11fc3edf-a3b3-45cf-bb16-96b3c49f1a7e,can you use any oil for frying foods?,"yes, as long as the varieties are not mixed, or mixed with water.","If you use an inappropriate oil to deep-fry food, you could find that it ends up with a weird, off-putting taste",1,"can you use any oil for frying foods?
sol1:
sol2:If you use an inappropriate oil to deep-fry food, you could find that it ends up with a weird, off-putting taste","yes, as long as the varieties are not mixed, or mixed with water.","No, not all oils are suitable for frying foods. Some oils have low smoke points and can break down at high temperatures, resulting in a strange taste. It's best to use oils with high smoke points, such as vegetable oil or canola oil, for frying foods."
284,b603d25a-2d81-4ec0-9a51-14aa398e0ab0,"To store spices at home using recycled materials, you can use",an empty milk jug.,empty Tic Tac containers.,1,"To store spices at home using recycled materials, you can use
sol1:
sol2:empty Tic Tac containers.",an empty milk jug.,Use mason jars or small glass containers.
285,68840154-3aee-4db4-ba8c-b385e2b0033f,"To restart a wall mounted heater unit,",open the heater cover and pry a screw driver into the wheel.,open the cover and press the red button at the base of the wheel.,1,"To restart a wall mounted heater unit,
sol1:
sol2:open the cover and press the red button at the base of the wheel.",open the heater cover and pry a screw driver into the wheel.,Turn off the power and then turn it back on again.
286,f5d3de7f-0a04-44c6-aec9-efd534b73646,television,can be used as a target for throwing a crowbar ,can be forced into a  crowbar ,0,"television
sol1:can be used as a target for throwing a crowbar 
sol2:",can be forced into a  crowbar ,Can be used for entertainment and watching shows or movies
287,7fa7db5c-60cc-4caf-a7cf-b100c24092f8,rolling pin,string wire ,wrap wire neatly,1,"rolling pin
sol1:
sol2:wrap wire neatly",string wire ,Use it to roll out dough or flatten ingredients
288,e832f474-fe2c-4c5e-92d8-bd093e7154fd,aluminum foil,is stronger than a paperweight .,can not be a good paperweight .,1,"aluminum foil
sol1:
sol2:can not be a good paperweight .",is stronger than a paperweight .,Can be used for cooking or wrapping food
289,0b50cd75-b0f2-4636-a63f-fb4f11ff5754,Why do some people get tongue tied?,"Shyness is a common cause of awkward pauses in communications in certain social settings, or meeting people, but if the tongue is actually tied it may need surgical removal.",Shyness is the most common cause of becoming tongue tied. Perhaps find a group you feel comfortable with and practice small talk. There are peer groups you can join to help.,1,"Why do some people get tongue tied?
sol1:
sol2:Shyness is the most common cause of becoming tongue tied. Perhaps find a group you feel comfortable with and practice small talk. There are peer groups you can join to help.","Shyness is a common cause of awkward pauses in communications in certain social settings, or meeting people, but if the tongue is actually tied it may need surgical removal.",Nervousness or anxiety can also cause people to become tongue tied. Taking deep breaths and practicing relaxation techniques may help alleviate this issue.
290,8f44e259-3286-47c5-b1a9-beebe1a095dd,how do you make pots and pans easier to clean?,let them soak in cold water for five minutes,let them soak in warm water for half an hour.,1,"how do you make pots and pans easier to clean?
sol1:
sol2:let them soak in warm water for half an hour.",let them soak in cold water for five minutes,Use non-stick cooking spray or apply a thin layer of oil before cooking.
